issue,issue_link,topic,confidence_score
"The user enters text not in the UI language, which doesn't allow the auto-translations: https://go.ifrc.org/emergencies/6541#surge
",https://api.github.com/repos/IFRCGo/go-web-app/issues/530,-1,"[0.00818658 0.02144008 0.015051   0.01288458 0.01719111 0.02534869
 0.01828391 0.06752407 0.0580412  0.09814279 0.0452512  0.06059692
 0.01996577 0.02050613 0.01563335 0.02623075 0.01881249 0.05096584
 0.02110997 0.01432353 0.02253139 0.0553357  0.02583888 0.14716212
 0.02162832 0.05990065]"
"CI is not running on PR's that target project branches. Let's make sure it runs on every PR.
",https://api.github.com/repos/IFRCGo/go-web-app/issues/476,0,"[0.28986897 0.01870998 0.01680585 0.01901901 0.03082737 0.02206946
 0.01972734 0.02943825 0.02184799 0.02683135 0.02222019 0.02673555
 0.02168479 0.02110982 0.02598848 0.02656264 0.02625632 0.02311434
 0.03014772 0.01962155 0.02375972 0.02676524 0.02090249 0.02471904
 0.02051512 0.0234695 ]"
"Country Profile > Previous Events > Past Events: Add the missing hazard icons
## Task description
The hazards in `Past Events` graph is missing hazard icons. Please look into this and add hazard icons for the available hazards

## Link to replicate 
https://go-web-ifrc.dev.datafriendlyspace.org/countries/14/profile/previous-events

## Screenshot (UI design)
<img width=""1309"" alt=""image"" src=""https://github.com/IFRCGo/go-web-app/assets/72339626/1c270914-cd90-403f-adc0-b8b1584a1e7f"">
",https://api.github.com/repos/IFRCGo/go-web-app/issues/499,1,"[0.00496715 0.03636092 0.01322015 0.01607933 0.01016036 0.00925265
 0.00765915 0.01455983 0.01971978 0.0195374  0.0170807  0.0121002
 0.00843789 0.07721315 0.01032601 0.01078348 0.01220393 0.02104576
 0.01231653 0.02030968 0.03168081 0.01851577 0.01000752 0.01668151
 0.00853165 0.02685438]"
"3W Activity UX Issues
**Is your feature request related to a problem? Please describe.**
Following UX issues cause struggle or confusion to users submitting a new [3W activity](https://go.ifrc.org/three-w/activities/new):

1. After selecting the operation, the corresponding country isn't prefilled automatically.
2. After selecting at least one sector under ""Types of Actions Taken"", there's an exclamation message saying ""There should be at least one activity in selected sectors.""
3. After selecting an activity under a sector, its corresponding data entry fields are not expanded automatically, increasing the likelihood of the end-user ignoring them and instead just hitting the Submit button. Furthermore, it's not possible to expand the activity's data entry fields by e.g. clicking on its name.
4. After leaving the number of people reached empty and hitting submit, the error message occupies the fields the person is supposed to fill, making it impossible to enter any numbers in those fields. Furthermore, the ""No data on people reached"" toggle isn't visible until you try to submit with empty numbers.
5. After pressing submit (of a properly filled activity), the popup shows some non-escaping (nbsp) characters.
6. After pressing submit on the pop-up, the toast alert message shows placeholder text (missing [strings](https://goadmin.ifrc.org/en/admin/lang/string/?q=alertMessageSuccessful)). Additionally, the ""Last modified"" text shows ""unknown user"".

**Describe the solution you'd like**
1. The country should be automatically filled if the operation is single-country (like most are).
2. It would be better to have the message in the corresponding sector's Activities list and be something more user-friendly, e.g. ""Please select at least one activity"". See the attached screenshot 2 for more details.
3. Every activity's data entry fields should be auto-expanded after selecting them under each selected sector. Additionally, users should be able to expand/contract the fields by clicking anywhere on the corresponding activity's field. See the attached screenshot 3 for more details.
4. The error message shouldn't prevent the user from filling in the numbers. Additionally, the ""No data on people reached"" toggle should be visible already when filling out the form (i.e., not only after trying to submit). See the attached screenshots 4a and 4b for more details.
5. The non-breaking space characters should be escaped properly.
6. Placeholder text should be properly populated, e.g. ""3W activity submitted successfully"". Also, the ""Last modified"" text should show the name of the person who modified it last. See the attached screenshot 6 for more details.

**Links to documentation**

- [Screenshot 2](https://github.com/IFRCGo/go-frontend/assets/15220593/abc6a556-da9b-46b9-95ea-4df95d527ed1)
- [Screenshot 3](https://github.com/IFRCGo/go-frontend/assets/15220593/eb437be8-b44c-496f-8798-0939a4cd877b)
- [Screenshot 4a](https://github.com/IFRCGo/go-frontend/assets/15220593/7af30ab0-240e-4557-937d-e112c361d73c)
- [Screenshot 4b](https://github.com/IFRCGo/go-frontend/assets/15220593/07954aec-d4fc-4d43-9162-5dcb371d8165)
- [Screenshot 6](https://github.com/IFRCGo/go-frontend/assets/15220593/ba5e58dc-23b9-4a58-b266-ea0f75ad790f)",https://api.github.com/repos/IFRCGo/go-web-app/issues/608,24,"[2.00141949e-308 4.42949223e-308 4.75024673e-308 2.52029684e-308
 3.30151133e-308 2.43621208e-307 3.71581598e-307 4.96970515e-308
 5.85073519e-308 4.74725630e-308 8.58321114e-308 8.37660730e-308
 1.52219730e-307 3.51092566e-308 3.37292443e-308 7.36504199e-308
 3.87673405e-308 6.11426643e-308 3.80818691e-308 2.72794108e-308
 3.91701464e-308 4.13993324e-308 3.08590130e-307 6.75557545e-308
 1.00000000e+000 4.96238619e-308]"
"Validation missing for DREF Application > Event Detail - Upload photos section
## Steps to replicate
- Open DREF application form
- Go to Event Detail page
- Go to Upload photos (e.g. impact of the events, NS in the field, assessments) section
- Upload photos

## Expected Behavior
- User can upload two photos at max

## Actual Behavior
- User could upload more than two photos


![Image](https://github.com/IFRCGo/go-frontend/assets/54019619/a0912332-c3a4-4741-a6b1-58f700d8f69c)

",https://api.github.com/repos/IFRCGo/go-web-app/issues/574,-1,"[0.00761338 0.04696193 0.01819682 0.03077971 0.01923772 0.01501523
 0.01233526 0.02630466 0.02965171 0.03418376 0.02567211 0.02049884
 0.01384491 0.14442912 0.01901012 0.01860122 0.02250302 0.03274918
 0.02346189 0.03988123 0.0697768  0.03441155 0.01591167 0.02662861
 0.01368168 0.04061077]"
"Document IFRC GO Spacing
",https://api.github.com/repos/IFRCGo/go-web-app/issues/588,0,"[1.00000000e+000 1.46707266e-308 1.34910134e-308 1.50650324e-308
 2.13488961e-308 1.64880081e-308 1.54343797e-308 1.99357980e-308
 1.64028823e-308 1.90348783e-308 1.66659369e-308 1.87357601e-308
 1.63014261e-308 1.62329906e-308 1.91043349e-308 1.87732493e-308
 1.90875653e-308 1.69617448e-308 2.07679221e-308 1.54053205e-308
 1.75748873e-308 1.90186230e-308 1.58834652e-308 1.79153223e-308
 1.58106363e-308 1.73204796e-308]"
"Document IFRC GO Shadow
",https://api.github.com/repos/IFRCGo/go-web-app/issues/589,0,"[0.66019234 0.01145556 0.01053228 0.01171354 0.01674376 0.01296654
 0.01212302 0.01569438 0.01285919 0.01495727 0.01307199 0.01475533
 0.01281455 0.01266144 0.01493552 0.01476991 0.01493753 0.01330534
 0.01629434 0.011988   0.01373809 0.01492501 0.01247948 0.01408817
 0.01242102 0.01357641]"
"Implement anchors so I can directly link to specific parts of a page
**Is your feature request related to a problem? Please describe.**
Usability:  Many GO pages have multiple sections, and it's useful to be able to provide people with a link that takes them directly to that part of the page.  My example today is that I want to share the IM Technical Competency Framework that was added via https://github.com/IFRCGo/go-web-app/issues/566 - but I can't link directly to the Competency Framework heading.

Previous example from a while back was wanting to link directly to Appeal Documents (which can often be below ~6 other sections on the Reports/Documents page). https://github.com/IFRCGo/go-frontend/issues/1012#issuecomment-615147155

**Describe the solution you'd like**
Sections of the page have anchors that I can hover over and get a link - like in many other sites - e.g. this from https://developers.google.com/style/headings-targets
<img width=""302"" alt=""image (2)"" src=""https://github.com/IFRCGo/go-web-app/assets/33625192/846959b6-e90b-4dc3-87d4-5cc007bf6846"">

**Describe alternatives you've considered**
My current workaround is to use a browser hack 
![image](https://github.com/IFRCGo/go-web-app/assets/33625192/7b500b23-27c0-41d5-9e2f-7b50dcf33292)
highlight any text on the page and right click then choose ""Copy link to highlight"".  All it does is search for the text - so if the text appears multiple times it will highlight it multiple times - e.g.
https://go.ifrc.org/surge/catalogue/information-management#:~:text=IM%20Coordinator has multiple results - but this hack is useful in cases where the text is highly specific and only appears once on the page.  It's not intuitive for non-geeks though.

Be great to have this usability support to help us increase adoption of GO by being able to send links to direct people straight to the place on the page that we want them to pay attention to.",https://api.github.com/repos/IFRCGo/go-web-app/issues/609,24,"[1.94748648e-308 4.40915296e-308 4.83237168e-308 2.50466146e-308
 3.21050191e-308 2.50098400e-307 3.25406195e-307 4.78175412e-308
 5.67547156e-308 4.53810253e-308 8.20854914e-308 7.74587733e-308
 1.61288193e-307 3.46141342e-308 3.29699876e-308 7.01700898e-308
 3.77176177e-308 5.90831114e-308 3.69780994e-308 2.70541806e-308
 3.82958387e-308 3.99477617e-308 3.46705721e-307 6.34960122e-308
 1.00000000e+000 4.81309703e-308]"
"[PROD] can't reset password with a username - even though it says I can
## Issue
I had to reset my password - so went to https://go.ifrc.org/recover-account

My user is from the days when username is not the same as email address.  The screen says I should ""Enter the email/username you used during registration"" - so I did, however it gave me a message saying ""That email is not associated with a user"".
I could reset the password fine if I put my email address in (it just meant I had to remember which email address I had registered with... I had a note of my username but not which email address it related to).

Anyway, need to make sure the message onscreen matches what the user can actually do - either allow them to enter their username or remove reference to the username on the screen.

Thanks


## Impact
People who registered prior to the change to username approach

## Is there a workaround?
If people figure out that email will work, then they can enter their email address
",https://api.github.com/repos/IFRCGo/go-web-app/issues/611,1,"[1.78792295e-308 1.00000000e+000 9.25689205e-308 4.36063576e-308
 3.14138768e-308 4.09300241e-308 3.51339916e-308 4.64209201e-308
 9.06108718e-308 5.85998925e-308 8.05750109e-308 4.57537654e-308
 3.64109386e-308 9.53727833e-308 3.29903262e-308 4.00888333e-308
 3.82375471e-308 8.08138291e-308 3.74621864e-308 5.00818400e-308
 6.39496300e-308 5.23281256e-308 4.69300809e-308 6.66722182e-308
 3.94026770e-308 8.86982485e-308]"
"Admin area drop-down lists with limited number of list items
Currently the Province/region admin area selection drop-down list shows up to 20 items in the list. In case there are more list items, it doesn't show the rest. Users can add all list items, then all items appear in the list, but then they need to deselect those that are not in scope.
Would be a better to load all admin items and make them visible in the list.

![image](https://github.com/IFRCGo/go-web-app/assets/68283148/2f7fe0ad-d4cd-4e5f-99a7-5c6641bebd10)


Latvia has the highest number of regions at the moment (119), but the list is still manageable when all items are listed.
 
Forms:
- Field report form
- 3W forms
- DREF forms
- Flash update form

cc: @davidmuchatiza ",https://api.github.com/repos/IFRCGo/go-web-app/issues/616,5,"[0.00607605 0.01433634 0.01449614 0.00763948 0.00978129 0.06515775
 0.03386724 0.01697003 0.02088403 0.01619706 0.03903011 0.03485106
 0.03228692 0.01126473 0.00995839 0.02342653 0.01178926 0.0219459
 0.01169236 0.0083696  0.01280264 0.0136232  0.09252433 0.02572915
 0.05512802 0.01699821]"
